Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Age,ConcreteComprenssiveStrength
0.73516,0.061213,0.65967,0.36901,0.276398,0.061047,0.39137,0.016484,0.472904
0.143836,0.35754,0.66017,0.425719,0.251553,0.595349,0.38284,0.151099,0.640214
0.107306,0.42571,0.969515,0.560703,0.248447,0.389535,0.072755,0.074176,0.277189
0.136986,0.528659,0.73963,0.456869,0.590062,0.107558,0.368791,0.074176,0.391553
0.502283,0,0,0.648562,0,0.502907,0.516809,0.035714,0.229725
0.149315,0.361436,0.642679,0.428914,0.242236,0.596802,0.38284,0.035714,0.36726
0.420776,0.558987,0,0.182907,0.347826,0.59186,0.526091,0.151099,0.880279
0.15274,0.117418,0.621189,0.291534,0.335404,0.813372,0.507276,0.005495,0.063162
0.3379,0,0.478261,0.523962,0.170807,0.453198,0.670346,0.005495,0.143142
0.737443,0.295771,0,0.253195,0.512422,0.148546,0.735324,0.151099,0.772019
0.091324,0.464663,0.649675,0.416933,0.341615,0.238372,0.479177,0.074176,0.526722
0.73516,0.061213,0.65967,0.36901,0.276398,0.061047,0.39137,0.151099,0.897346
0.105251,0,0.682659,0.289936,0.5,0.583721,0.592323,0.074176,0.194718
1,0,0,0.408946,0,0.94186,0.047667,0.491758,0.863212
0.534247,0,0,0.480831,0.093168,0.537791,0.559458,0.074176,0.529837
0.474886,0,0,0.560703,0,0.491279,0.642248,0.986264,0.445746
0.468037,0,0,0.56869,0,0.485465,0.546914,0.244505,0.381089
0.785388,0.066778,0.394803,0.321086,0.360248,0.482558,0.296036,0.151099,0.73178
0.474886,0,0,0.560703,0,0.491279,0.642248,0.016484,0.157718
0.908676,0,0,0.624601,0,0.94186,0.047667,0.035714,0.43117
0.398174,0.32276,0.451274,0.461661,0.276398,0.200872,0.43728,0.074176,0.522611
0.625571,0,0,0.741214,0,0.588663,0.422479,0.074176,0.369254
0.18242,0.759043,0,0.510383,0,0.614535,0.301806,0.074176,0.319048
0.794749,0.139121,0,0.624601,0.093168,0.940116,0.048169,0.074176,0.461567
0.445662,0,0.587206,0.423323,0.295031,0.644767,0.400151,0.005495,0.243927
0.031963,0.481358,0,0.560703,0,0.316279,0.747366,0.244505,0.357419
0.365297,0.308848,0.429785,0.584665,0.155279,0.273256,0.348721,0.074176,0.391055
0.173516,0.361157,0.592704,0.464057,0.111801,0.599709,0.383342,0.074176,0.458826
0.338356,0.464107,0,0.652556,0,0.513372,0.251129,0.074176,0.431419
0.211644,0,0.502249,0.34984,0.232919,0.597093,0.782489,0.271978,0.436153
0.851598,0,0,0.848243,0,0.380814,0,1,0.493335
0.426941,0,0,0.560703,0,0.326163,0.755896,0.005495,0.116108
0.73516,0.061213,0.65967,0.448882,0.263975,0.235465,0.39137,0.005495,0.369752
0.577626,0.052866,0.484758,0.185303,0.381988,0.482558,0.694932,0.074176,0.661767
0.089726,0.589872,0,0.652556,0,0.496512,0.387607,0.005495,0.031145
0.09589,0.041736,0.974513,0.432907,0.186335,0.639535,0.28851,0.074176,0.162078
